folder,filename,path,width,height,depth,fps,frames,duration,event_name,event_start,event_duration
drunken,209-1_cam03_drunken01_place03_night_summer.mp4,12_Drunken/insidedoor_01/209-1_drunken01_place03_night/209-1_cam03_drunken01_place03_night_summer.mp4,3840,2160,3,30,8345,00:04:38.2,drunken,00:00:08.6,00:04:19.7
drunken,209-1_cam01_drunken01_place03_night_winter.mp4,12_Drunken/insidedoor_01/209-1_drunken01_place03_night/209-1_cam01_drunken01_place03_night_winter.mp4,3840,2160,3,30,8875,00:04:55.9,drunken,00:00:11.9,00:04:36.1
drunken,209-1_cam01_drunken01_place03_night_spring.mp4,12_Drunken/insidedoor_01/209-1_drunken01_place03_night/209-1_cam01_drunken01_place03_night_spring.mp4,3840,2160,3,30,8437,00:04:41.2,drunken,00:00:12.2,00:04:21.9
drunken,209-1_cam02_drunken01_place03_night_winter.mp4,12_Drunken/insidedoor_01/209-1_drunken01_place03_night/209-1_cam02_drunken01_place03_night_winter.mp4,3840,2160,3,30,8830,00:04:54.4,drunken,00:00:11.4,00:04:36.6
drunken,209-1_cam03_drunken01_place03_night_winter.mp4,12_Drunken/insidedoor_01/209-1_drunken01_place03_night/209-1_cam03_drunken01_place03_night_winter.mp4,3840,2160,3,30,8872,00:04:55.8,drunken,00:00:12.9,00:04:35.3
drunken,209-1_cam02_drunken01_place03_night_spring.mp4,12_Drunken/insidedoor_01/209-1_drunken01_place03_night/209-1_cam02_drunken01_place03_night_spring.mp4,3840,2160,3,30,8389,00:04:39.6,drunken,00:00:12.1,00:04:20.9
drunken,209-1_cam02_drunken01_place03_night_summer.mp4,12_Drunken/insidedoor_01/209-1_drunken01_place03_night/209-1_cam02_drunken01_place03_night_summer.mp4,3840,2160,3,30,8414,00:04:40.5,drunken,00:00:09.3,00:04:20.6
drunken,209-1_cam01_drunken01_place03_night_summer.mp4,12_Drunken/insidedoor_01/209-1_drunken01_place03_night/209-1_cam01_drunken01_place03_night_summer.mp4,3840,2160,3,30,8375,00:04:39.2,drunken,00:00:08.9,00:04:12.0
drunken,209-1_cam03_drunken01_place03_night_spring.mp4,12_Drunken/insidedoor_01/209-1_drunken01_place03_night/209-1_cam03_drunken01_place03_night_spring.mp4,3840,2160,3,30,8404,00:04:40.1,drunken,00:00:11.7,00:04:20.6
drunken,209-4_cam03_drunken01_place03_night_spring.mp4,12_Drunken/insidedoor_01/209-4_drunken01_place03_night/209-4_cam03_drunken01_place03_night_spring.mp4,3840,2160,3,30,8201,00:04:33.4,drunken,00:00:09.6,00:04:11.9
drunken,209-4_cam01_drunken01_place03_night_summer.mp4,12_Drunken/insidedoor_01/209-4_drunken01_place03_night/209-4_cam01_drunken01_place03_night_summer.mp4,3840,2160,3,30,8335,00:04:37.8,drunken,00:00:11.8,00:04:16.0
drunken,209-4_cam02_drunken01_place03_night_summer.mp4,12_Drunken/insidedoor_01/209-4_drunken01_place03_night/209-4_cam02_drunken01_place03_night_summer.mp4,3840,2160,3,30,8260,00:04:35.3,drunken,00:00:11.3,00:04:16.1
drunken,209-4_cam03_drunken01_place03_night_winter.mp4,12_Drunken/insidedoor_01/209-4_drunken01_place03_night/209-4_cam03_drunken01_place03_night_winter.mp4,3840,2160,3,30,8284,00:04:36.1,drunken,00:00:12.6,00:04:07.4
drunken,209-4_cam01_drunken01_place03_night_spring.mp4,12_Drunken/insidedoor_01/209-4_drunken01_place03_night/209-4_cam01_drunken01_place03_night_spring.mp4,3840,2160,3,30,8247,00:04:34.9,drunken,00:00:09.5,00:04:11.2
drunken,209-4_cam01_drunken01_place03_night_winter.mp4,12_Drunken/insidedoor_01/209-4_drunken01_place03_night/209-4_cam01_drunken01_place03_night_winter.mp4,3840,2160,3,30,8357,00:04:38.6,drunken,00:00:12.8,00:04:09.2
drunken,209-4_cam03_drunken01_place03_night_summer.mp4,12_Drunken/insidedoor_01/209-4_drunken01_place03_night/209-4_cam03_drunken01_place03_night_summer.mp4,3840,2160,3,30,8228,00:04:34.3,drunken,00:00:10.2,00:04:16.4
drunken,209-4_cam02_drunken01_place03_night_winter.mp4,12_Drunken/insidedoor_01/209-4_drunken01_place03_night/209-4_cam02_drunken01_place03_night_winter.mp4,3840,2160,3,30,8324,00:04:37.5,drunken,00:00:14.4,00:04:06.5
drunken,209-4_cam02_drunken01_place03_night_spring.mp4,12_Drunken/insidedoor_01/209-4_drunken01_place03_night/209-4_cam02_drunken01_place03_night_spring.mp4,3840,2160,3,30,8205,00:04:33.5,drunken,00:00:09.7,00:04:12.5
drunken,208-1_cam01_drunken01_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-1/208-1_cam01_drunken01_place01_night_spring.mp4,3840,2160,3,30,8263,00:04:35.5,drunken,00:00:29.3,00:03:56.3
drunken,208-1_cam03_drunken01_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-1/208-1_cam03_drunken01_place01_night_winter.mp4,3840,2160,3,30,8346,00:04:38.2,drunken,00:00:16.0,00:04:12.8
drunken,208-1_cam02_drunken01_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-1/208-1_cam02_drunken01_place01_night_summer.mp4,3840,2160,3,30,8472,00:04:42.4,drunken,00:00:14.4,00:04:20.7
drunken,208-1_cam02_drunken01_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-1/208-1_cam02_drunken01_place01_night_winter.mp4,3840,2160,3,30,8352,00:04:38.4,drunken,00:00:13.5,00:04:18.1
drunken,208-1_cam03_drunken01_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-1/208-1_cam03_drunken01_place01_night_summer.mp4,3840,2160,3,30,8471,00:04:42.4,drunken,00:00:14.0,00:04:20.3
drunken,208-1_cam01_drunken01_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-1/208-1_cam01_drunken01_place01_night_winter.mp4,3840,2160,3,30,8288,00:04:36.3,drunken,00:00:13.5,00:03:51.8
drunken,208-1_cam02_drunken01_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-1/208-1_cam02_drunken01_place01_night_spring.mp4,3840,2160,3,30,8339,00:04:38.0,drunken,00:00:31.6,00:03:56.9
drunken,208-1_cam03_drunken01_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-1/208-1_cam03_drunken01_place01_night_spring.mp4,3840,2160,3,30,8306,00:04:36.9,drunken,00:00:18.5,00:04:08.4
drunken,208-1_cam01_drunken01_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-1/208-1_cam01_drunken01_place01_night_summer.mp4,3840,2160,3,30,8417,00:04:40.6,drunken,00:00:14.5,00:04:18.8
drunken,208-4_cam03_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-4/208-4_cam03_drunken02_place01_night_winter.mp4,3840,2160,3,30,8388,00:04:39.6,drunken,00:00:31.5,00:04:08.1
drunken,208-4_cam01_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-4/208-4_cam01_drunken02_place01_night_spring.mp4,3840,2160,3,30,8417,00:04:40.6,drunken,00:00:19.7,00:04:20.9
drunken,208-4_cam02_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-4/208-4_cam02_drunken02_place01_night_summer.mp4,3840,2160,3,30,8525,00:04:44.2,drunken,00:00:20.7,00:04:09.6
drunken,208-4_cam03_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-4/208-4_cam03_drunken02_place01_night_summer.mp4,3840,2160,3,30,8530,00:04:44.4,drunken,00:00:25.7,00:04:04.0
drunken,208-4_cam03_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-4/208-4_cam03_drunken02_place01_night_spring.mp4,3840,2160,3,30,8424,00:04:40.8,drunken,00:00:31.3,00:04:09.5
drunken,208-4_cam02_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-4/208-4_cam02_drunken02_place01_night_spring.mp4,3840,2160,3,30,8468,00:04:42.3,drunken,00:00:20.4,00:04:21.9
drunken,208-4_cam02_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-4/208-4_cam02_drunken02_place01_night_winter.mp4,3840,2160,3,30,8392,00:04:39.8,drunken,00:00:16.7,00:04:23.0
drunken,208-4_cam01_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-4/208-4_cam01_drunken02_place01_night_summer.mp4,3840,2160,3,30,8488,00:04:43.0,drunken,00:00:25.5,00:04:03.9
drunken,208-4_cam01_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-4/208-4_cam01_drunken02_place01_night_winter.mp4,3840,2160,3,30,8360,00:04:38.7,drunken,00:00:29.1,00:04:09.6
drunken,208-6_cam02_drunken01_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-6/208-6_cam02_drunken01_place01_night_winter.mp4,3840,2160,3,30,8124,00:04:30.8,drunken,00:00:17.7,00:04:03.9
drunken,208-6_cam01_drunken01_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-6/208-6_cam01_drunken01_place01_night_winter.mp4,3840,2160,3,30,8073,00:04:29.1,drunken,00:00:19.1,00:03:58.0
drunken,208-6_cam03_drunken01_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-6/208-6_cam03_drunken01_place01_night_summer.mp4,3840,2160,3,30,8172,00:04:32.4,drunken,00:00:39.3,00:03:43.3
drunken,208-6_cam01_drunken01_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-6/208-6_cam01_drunken01_place01_night_spring.mp4,3840,2160,3,30,7925,00:04:24.2,drunken,00:00:06.0,00:04:07.5
drunken,208-6_cam02_drunken01_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-6/208-6_cam02_drunken01_place01_night_spring.mp4,3840,2160,3,30,8314,00:04:37.2,drunken,00:00:14.2,00:04:14.0
drunken,208-6_cam03_drunken01_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-6/208-6_cam03_drunken01_place01_night_winter.mp4,3840,2160,3,30,8085,00:04:29.5,drunken,00:00:21.9,00:03:55.4
drunken,208-6_cam01_drunken01_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-6/208-6_cam01_drunken01_place01_night_summer.mp4,3840,2160,3,30,8180,00:04:32.7,drunken,00:00:35.9,00:03:46.1
drunken,208-6_cam03_drunken01_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-6/208-6_cam03_drunken01_place01_night_spring.mp4,3840,2160,3,30,8287,00:04:36.3,drunken,00:00:21.0,00:04:07.5
drunken,208-6_cam02_drunken01_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-6/208-6_cam02_drunken01_place01_night_summer.mp4,3840,2160,3,30,8229,00:04:34.3,drunken,00:00:32.8,00:03:51.7
drunken,208-5_cam03_drunken01_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-5/208-5_cam03_drunken01_place01_night_summer.mp4,3840,2160,3,30,8472,00:04:42.4,drunken,00:00:20.7,00:04:18.6
drunken,208-5_cam02_drunken01_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-5/208-5_cam02_drunken01_place01_night_spring.mp4,3840,2160,3,30,8700,00:04:50.0,drunken,00:00:14.8,00:04:05.9
drunken,208-5_cam02_drunken01_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-5/208-5_cam02_drunken01_place01_night_winter.mp4,3840,2160,3,30,8615,00:04:47.2,drunken,00:00:13.5,00:04:07.7
drunken,208-5_cam02_drunken01_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-5/208-5_cam02_drunken01_place01_night_summer.mp4,3840,2160,3,30,8511,00:04:43.7,drunken,00:00:13.5,00:04:26.0
drunken,208-5_cam03_drunken01_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-5/208-5_cam03_drunken01_place01_night_winter.mp4,3840,2160,3,30,8575,00:04:45.9,drunken,00:00:23.2,00:03:57.1
drunken,208-5_cam01_drunken01_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-5/208-5_cam01_drunken01_place01_night_summer.mp4,3840,2160,3,30,8465,00:04:42.2,drunken,00:00:18.9,00:04:20.6
drunken,208-5_cam01_drunken01_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-5/208-5_cam01_drunken01_place01_night_winter.mp4,3840,2160,3,30,8550,00:04:45.0,drunken,00:00:15.7,00:04:04.1
drunken,208-5_cam03_drunken01_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-5/208-5_cam03_drunken01_place01_night_spring.mp4,3840,2160,3,30,8610,00:04:47.0,drunken,00:00:22.8,00:03:58.4
drunken,208-5_cam01_drunken01_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-5/208-5_cam01_drunken01_place01_night_spring.mp4,3840,2160,3,30,8593,00:04:46.5,drunken,00:00:18.9,00:04:01.3
drunken,208-3_cam02_drunken01_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-3/208-3_cam02_drunken01_place01_night_summer.mp4,3840,2160,3,30,8539,00:04:44.7,drunken,00:01:05.1,00:03:33.6
drunken,208-3_cam01_drunken01_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-3/208-3_cam01_drunken01_place01_night_spring.mp4,3840,2160,3,30,8472,00:04:42.4,drunken,00:00:16.9,00:04:18.7
drunken,208-3_cam03_drunken01_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-3/208-3_cam03_drunken01_place01_night_summer.mp4,3840,2160,3,30,8475,00:04:42.5,drunken,00:01:29.7,00:03:04.8
drunken,208-3_cam03_drunken01_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-3/208-3_cam03_drunken01_place01_night_winter.mp4,3840,2160,3,30,8381,00:04:39.4,drunken,00:01:19.2,00:03:11.1
drunken,208-3_cam03_drunken01_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-3/208-3_cam03_drunken01_place01_night_spring.mp4,3840,2160,3,30,8473,00:04:42.5,drunken,00:00:17.5,00:04:17.2
drunken,208-3_cam01_drunken01_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-3/208-3_cam01_drunken01_place01_night_winter.mp4,3840,2160,3,30,8384,00:04:39.5,drunken,00:01:09.5,00:03:18.1
drunken,208-3_cam02_drunken01_place01_night_winter.mp4,12_Drunken/insidedoor_01/208-3/208-3_cam02_drunken01_place01_night_winter.mp4,3840,2160,3,30,8412,00:04:40.4,drunken,00:01:09.2,00:03:24.0
drunken,208-3_cam01_drunken01_place01_night_summer.mp4,12_Drunken/insidedoor_01/208-3/208-3_cam01_drunken01_place01_night_summer.mp4,3840,2160,3,30,8479,00:04:42.7,drunken,00:01:10.7,00:02:38.4
drunken,208-3_cam02_drunken01_place01_night_spring.mp4,12_Drunken/insidedoor_01/208-3/208-3_cam02_drunken01_place01_night_spring.mp4,3840,2160,3,30,8506,00:04:43.6,drunken,00:00:17.9,00:04:19.2
drunken,616-3_cam01_drunken03_place01_day_summer.mp4,12_Drunken/outsidedoor_10/616-3/616-3_cam01_drunken03_place01_day_summer.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:00:15.0,00:00:16.1
drunken,616-3_cam02_drunken03_place01_day_spring.mp4,12_Drunken/outsidedoor_10/616-3/616-3_cam02_drunken03_place01_day_spring.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:00:41.3,00:00:12.7
drunken,616-3_cam02_drunken03_place01_day_summer.mp4,12_Drunken/outsidedoor_10/616-3/616-3_cam02_drunken03_place01_day_summer.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:00:15.1,00:00:15.4
drunken,616-3_cam01_drunken03_place01_day_spring.mp4,12_Drunken/outsidedoor_10/616-3/616-3_cam01_drunken03_place01_day_spring.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:00:00.0,00:00:53.8
drunken,617-3_cam01_drunken04_place03_night_summer.mp4,12_Drunken/outsidedoor_10/617-3/617-3_cam01_drunken04_place03_night_summer.mp4,3840,2160,3,30,8861,00:04:55.4,drunken,00:00:36.0,00:04:02.4
drunken,617-3_cam02_drunken04_place03_night_summer.mp4,12_Drunken/outsidedoor_10/617-3/617-3_cam02_drunken04_place03_night_summer.mp4,3840,2160,3,30,8871,00:04:55.7,drunken,00:00:35.7,00:04:02.3
drunken,617-3_cam01_drunken04_place03_night_spring.mp4,12_Drunken/outsidedoor_10/617-3/617-3_cam01_drunken04_place03_night_spring.mp4,3840,2160,3,30,9009,00:05:00.3,drunken,00:00:32.9,00:03:08.5
drunken,617-3_cam02_drunken04_place03_night_spring.mp4,12_Drunken/outsidedoor_10/617-3/617-3_cam02_drunken04_place03_night_spring.mp4,3840,2160,3,30,9009,00:05:00.3,drunken,00:00:33.9,00:03:08.1
drunken,616-6_cam01_drunken03_place01_day_spring.mp4,12_Drunken/outsidedoor_10/616-6/616-6_cam01_drunken03_place01_day_spring.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:00:14.7,00:03:20.3
drunken,616-6_cam02_drunken03_place01_day_spring.mp4,12_Drunken/outsidedoor_10/616-6/616-6_cam02_drunken03_place01_day_spring.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:00:04.5,00:01:57.4
drunken,616-6_cam01_drunken03_place01_day_summer.mp4,12_Drunken/outsidedoor_10/616-6/616-6_cam01_drunken03_place01_day_summer.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:00:17.0,00:01:33.8
drunken,616-6_cam02_drunken03_place01_day_summer.mp4,12_Drunken/outsidedoor_10/616-6/616-6_cam02_drunken03_place01_day_summer.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:00:13.2,00:01:38.0
drunken,612-4_cam02_drunken02_place03_night_spring.mp4,12_Drunken/outsidedoor_10/612-4/612-4_cam02_drunken02_place03_night_spring.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:02:48.1,00:00:30.6
drunken,612-4_cam01_drunken02_place03_night_summer.mp4,12_Drunken/outsidedoor_10/612-4/612-4_cam01_drunken02_place03_night_summer.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:02:09.2,00:00:35.3
drunken,612-4_cam02_drunken02_place03_night_summer.mp4,12_Drunken/outsidedoor_10/612-4/612-4_cam02_drunken02_place03_night_summer.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:01:56.7,00:00:46.5
drunken,612-4_cam01_drunken02_place03_night_spring.mp4,12_Drunken/outsidedoor_10/612-4/612-4_cam01_drunken02_place03_night_spring.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:02:48.1,00:00:30.8
drunken,617-4_cam02_drunken04_place03_night_spring.mp4,12_Drunken/outsidedoor_10/617-4/617-4_cam02_drunken04_place03_night_spring.mp4,3840,2160,3,30,9909,00:05:30.3,drunken,00:00:31.4,00:04:48.5
drunken,617-4_cam02_drunken04_place03_night_summer.mp4,12_Drunken/outsidedoor_10/617-4/617-4_cam02_drunken04_place03_night_summer.mp4,3840,2160,3,30,9169,00:05:05.6,drunken,00:00:39.5,00:04:14.7
drunken,617-4_cam01_drunken04_place03_night_summer.mp4,12_Drunken/outsidedoor_10/617-4/617-4_cam01_drunken04_place03_night_summer.mp4,3840,2160,3,30,9150,00:05:05.0,drunken,00:00:39.6,00:04:14.4
drunken,617-4_cam01_drunken04_place03_night_spring.mp4,12_Drunken/outsidedoor_10/617-4/617-4_cam01_drunken04_place03_night_spring.mp4,3840,2160,3,30,9909,00:05:30.3,drunken,00:00:33.7,00:04:45.8
drunken,617-2_cam02_drunken04_place03_night_summer.mp4,12_Drunken/outsidedoor_10/617-2/617-2_cam02_drunken04_place03_night_summer.mp4,3840,2160,3,30,9046,00:05:01.5,drunken,00:00:33.8,00:04:15.9
drunken,617-2_cam02_drunken04_place03_night_spring.mp4,12_Drunken/outsidedoor_10/617-2/617-2_cam02_drunken04_place03_night_spring.mp4,3840,2160,3,30,0,00:00.0,drunken,00:00:23.9,00:04:56.8
drunken,617-2_cam01_drunken04_place03_night_summer.mp4,12_Drunken/outsidedoor_10/617-2/617-2_cam01_drunken04_place03_night_summer.mp4,3840,2160,3,30,9027,00:05:00.9,drunken,00:00:37.4,00:04:02.3
drunken,617-2_cam01_drunken04_place03_night_spring.mp4,12_Drunken/outsidedoor_10/617-2/617-2_cam01_drunken04_place03_night_spring.mp4,3840,2160,3,30,9909,00:05:30.3,drunken,00:00:26.2,00:04:53.7
drunken,616-4_cam01_drunken03_place01_day_summer.mp4,12_Drunken/outsidedoor_10/616-4/616-4_cam01_drunken03_place01_day_summer.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:01:18.7,00:00:11.4
drunken,616-4_cam02_drunken03_place01_day_spring.mp4,12_Drunken/outsidedoor_10/616-4/616-4_cam02_drunken03_place01_day_spring.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:01:18.8,00:00:13.5
drunken,616-4_cam02_drunken03_place01_day_summer.mp4,12_Drunken/outsidedoor_10/616-4/616-4_cam02_drunken03_place01_day_summer.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:01:18.4,00:00:11.7
drunken,616-4_cam01_drunken03_place01_day_spring.mp4,12_Drunken/outsidedoor_10/616-4/616-4_cam01_drunken03_place01_day_spring.mp4,3840,2160,3,30,7207,00:04:00.2,drunken,00:01:19.5,00:00:12.6
